class,cap-shape,cap-color,odor,gill-color,stalk-root,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-type,spore-print-color,population,habitat
p,f,g,f,h,b,b,p,w,l,h,y,g
p,f,y,f,h,b,n,b,w,l,h,y,p
p,x,y,f,p,b,p,n,w,l,h,y,p
p,x,w,c,g,b,w,w,w,p,k,v,d
p,x,g,f,g,b,b,n,w,l,h,v,p
p,x,g,f,p,b,b,b,w,l,h,y,p
e,f,n,n,u,b,p,p,w,p,n,v,d
e,f,g,n,w,b,p,w,w,p,k,v,d
p,x,y,f,g,b,n,b,w,l,h,y,p
p,x,p,c,u,b,w,w,w,p,n,s,d
p,f,g,f,p,b,n,n,w,l,h,v,g
p,x,g,f,h,b,b,b,w,l,h,v,g
p,x,w,c,u,b,w,w,w,p,k,v,d
e,f,e,n,w,b,w,p,w,p,n,v,d
p,f,g,f,p,b,b,n,w,l,h,v,g
p,x,p,c,p,b,w,w,w,p,k,v,d
p,f,w,f,p,b,w,w,w,p,h,v,g
p,x,y,f,p,b,n,n,w,l,h,v,p
e,x,b,n,e,?,e,w,w,e,w,c,w
p,f,g,f,g,b,n,p,w,l,h,y,g
p,x,g,f,p,b,p,n,w,l,h,y,g
p,x,y,f,h,b,n,b,w,l,h,y,g
p,f,y,f,h,b,p,p,w,l,h,y,g
e,f,g,n,u,b,p,g,w,p,n,y,d
p,x,y,f,h,b,p,p,w,l,h,v,d
p,x,g,f,h,b,p,p,w,l,h,v,d
p,f,g,f,p,b,n,n,w,l,h,y,g
p,x,g,c,u,b,w,w,w,p,n,s,d
p,x,g,c,u,b,w,w,w,p,n,v,d
p,x,g,f,p,b,p,n,w,l,h,v,g
p,x,g,f,h,b,w,w,w,p,h,s,g
p,x,g,f,h,b,p,b,w,l,h,v,g
e,f,g,n,n,b,p,g,w,p,k,y,d
p,f,y,f,p,b,b,b,w,l,h,v,d
e,f,e,n,p,b,p,p,w,p,k,v,d
p,f,g,f,p,b,p,b,w,l,h,y,p
e,f,n,n,n,b,g,w,w,p,k,v,d
e,f,e,n,w,b,g,p,w,p,k,y,d
p,x,g,f,g,b,n,p,w,l,h,y,p
p,x,g,f,h,b,b,p,w,l,h,y,d
e,f,e,n,w,b,g,g,w,p,n,v,d
p,f,g,f,p,b,b,b,w,l,h,v,p
e,f,g,n,w,b,p,p,w,p,k,y,d
e,f,e,n,w,b,w,g,w,p,k,y,d
e,f,e,n,w,b,g,g,w,p,n,v,d
p,f,g,f,g,b,n,n,w,l,h,y,p
e,x,e,n,u,b,g,p,w,p,k,v,d
p,f,g,f,p,b,p,b,w,l,h,v,d
p,x,y,f,p,b,p,n,w,l,h,v,p
p,f,y,f,p,b,b,b,w,l,h,v,d
p,x,y,f,g,b,n,p,w,l,h,v,p
p,x,y,f,p,b,n,n,w,l,h,v,d
e,x,g,n,u,b,g,g,w,p,n,v,d
e,x,g,n,u,b,g,w,w,p,n,v,d
p,f,g,f,g,b,b,p,w,l,h,v,g
p,f,y,f,h,b,p,p,w,l,h,y,d
p,x,g,f,p,b,p,b,w,l,h,y,p
p,x,e,y,b,?,w,w,w,e,w,v,p
p,x,g,f,h,b,n,n,w,l,h,y,p
p,x,g,f,g,b,p,p,w,l,h,v,g
p,x,g,c,u,b,w,w,w,p,n,v,d
p,f,g,f,p,b,p,b,w,l,h,v,g
p,f,b,f,p,b,w,w,w,p,h,s,g
p,x,g,f,p,b,n,p,w,l,h,v,d
p,x,y,f,p,b,p,p,w,l,h,y,d
p,x,w,c,u,b,w,w,w,p,k,s,d
p,x,y,f,h,b,p,n,w,l,h,v,d
e,f,e,n,w,b,w,p,w,p,k,v,d
p,x,g,f,h,b,p,p,w,l,h,y,g
p,x,y,f,p,b,n,p,w,l,h,v,d
p,x,y,f,p,b,p,b,w,l,h,v,p
p,f,g,f,p,b,p,n,w,l,h,v,g
p,x,y,f,h,b,n,b,w,l,h,y,d
e,f,g,n,u,b,g,w,w,p,k,v,d
p,x,g,f,p,b,p,p,w,l,h,y,d
e,f,n,n,u,b,w,p,w,p,n,y,d
p,f,g,f,h,b,b,p,w,l,h,v,d
p,f,g,f,p,b,p,p,w,l,h,y,p
p,f,g,f,g,b,b,b,w,l,h,v,d
p,x,w,c,u,b,w,w,w,p,k,v,d
p,x,g,f,h,b,n,n,w,l,h,y,d
e,f,n,n,p,b,g,w,w,p,k,v,d
p,x,w,c,u,b,w,w,w,p,k,s,d
p,x,y,f,p,b,p,b,w,l,h,v,d
p,x,y,f,p,b,b,n,w,l,h,y,d
p,x,p,c,u,b,w,w,w,p,n,v,d
p,f,y,f,p,b,p,p,w,l,h,y,d
p,f,g,f,h,b,p,n,w,l,h,v,p
e,f,e,n,p,b,g,g,w,p,k,v,d
p,x,y,f,g,b,p,b,w,l,h,v,p
p,f,y,f,g,b,b,p,w,l,h,v,p
p,x,g,c,g,b,w,w,w,p,n,s,d
p,x,p,c,u,b,w,w,w,p,k,v,d
e,x,e,n,n,b,w,p,w,p,n,v,d
p,x,y,f,h,b,b,b,w,l,h,v,g
e,f,n,n,n,b,w,w,w,p,n,y,d
e,f,e,n,p,b,w,w,w,p,k,y,d
p,f,y,f,p,b,b,p,w,l,h,y,d
p,x,y,f,p,b,b,n,w,l,h,y,g
p,x,g,f,g,b,n,p,w,l,h,v,d
p,f,g,f,g,b,n,b,w,l,h,y,d
p,f,y,f,g,b,p,n,w,l,h,y,p
e,f,g,n,w,b,p,p,w,p,n,y,d
p,x,g,f,p,b,b,p,w,l,h,v,p
p,x,y,f,h,b,n,n,w,l,h,v,p
p,f,g,f,p,b,b,n,w,l,h,v,p
p,f,y,f,p,b,b,n,w,l,h,y,p
e,f,e,n,u,b,w,g,w,p,n,v,d
e,f,n,n,p,b,g,g,w,p,n,v,d
p,x,y,f,h,b,p,n,w,l,h,y,g
e,f,u,n,h,?,w,w,w,f,h,y,d
e,f,n,n,u,b,p,w,w,p,n,y,d
p,f,y,f,p,b,p,p,w,l,h,v,g
p,f,y,f,g,b,b,b,w,l,h,v,g
p,x,g,f,g,b,n,p,w,l,h,y,d
p,x,g,f,p,b,n,p,w,l,h,y,p
p,f,y,f,g,b,p,b,w,l,h,v,p
p,x,y,f,g,b,b,b,w,l,h,y,d
p,x,y,f,h,b,b,b,w,l,h,v,p
p,x,g,f,p,b,b,n,w,l,h,v,p
p,x,y,f,h,b,n,b,w,l,h,y,p
e,x,g,n,u,b,p,g,w,p,n,v,d
p,f,g,f,h,b,n,p,w,l,h,y,d
e,f,e,n,p,b,g,g,w,p,n,v,d
p,x,g,f,p,b,b,n,w,l,h,v,d
p,f,y,f,h,b,b,b,w,l,h,v,d
e,f,n,n,n,b,w,w,w,p,n,y,d
e,f,g,n,w,b,p,g,w,p,k,y,d
p,f,g,f,p,b,n,p,w,l,h,v,g
e,x,e,n,w,b,p,p,w,p,k,v,d
e,f,e,n,p,b,p,w,w,p,n,y,d
p,f,y,f,h,b,b,b,w,l,h,v,p
p,x,w,c,u,b,w,w,w,p,k,v,d
p,x,g,f,p,b,b,n,w,l,h,y,d
p,x,e,y,b,?,p,p,w,e,w,v,d
p,x,y,f,p,b,b,p,w,l,h,v,p
p,f,g,f,p,b,b,p,w,l,h,y,d
e,f,g,n,u,b,w,p,w,p,n,y,d
p,x,n,f,b,?,p,p,w,e,w,v,l
e,f,e,n,n,b,g,g,w,p,n,v,d
p,b,b,n,g,b,w,w,w,p,r,v,m
e,f,g,n,w,b,g,g,w,p,k,y,d
p,f,g,f,p,b,b,n,w,l,h,v,g
e,f,g,n,w,b,w,g,w,p,k,y,d
p,f,y,f,p,b,p,n,w,l,h,y,p
p,f,y,f,g,b,n,n,w,l,h,y,g
p,f,g,f,g,b,n,p,w,l,h,v,g
e,f,e,n,u,b,p,w,w,p,n,v,d
p,x,g,f,p,b,n,p,w,l,h,y,p
p,f,y,f,g,b,p,b,w,l,h,v,g
p,x,y,f,g,b,n,n,w,l,h,v,d
p,x,y,f,g,b,b,b,w,l,h,y,p
p,f,y,f,p,b,p,n,w,l,h,v,g
p,f,y,f,h,b,n,b,w,l,h,v,g
p,x,g,f,p,b,n,b,w,l,h,v,p
e,f,e,n,u,b,g,g,w,p,k,v,d
p,f,g,f,g,b,n,p,w,l,h,v,d
p,f,y,f,h,b,n,p,w,l,h,v,g
e,f,n,n,u,b,w,p,w,p,k,v,d
p,x,y,f,g,b,p,p,w,l,h,v,p
p,x,y,f,h,b,b,p,w,l,h,v,p
e,f,n,n,p,b,p,p,w,p,k,y,d
p,f,g,f,p,b,b,p,w,l,h,y,p
e,f,e,n,p,b,g,g,w,p,k,y,d
p,x,y,f,g,b,b,b,w,l,h,v,g
p,f,g,f,h,b,b,b,w,l,h,v,d
p,x,y,f,p,b,b,b,w,l,h,v,d
p,x,g,c,g,b,w,w,w,p,k,s,d
e,f,g,n,w,b,g,p,w,p,k,v,d
p,f,g,f,g,b,p,p,w,l,h,y,g
p,x,g,f,h,b,b,b,w,l,h,y,d
p,f,g,f,h,b,b,n,w,l,h,v,p
e,f,n,n,w,b,p,w,w,p,k,v,d
p,x,y,f,p,b,b,n,w,l,h,y,d
p,f,g,f,g,b,p,b,w,l,h,y,d
e,f,e,n,w,b,w,g,w,p,n,v,d
e,f,e,n,w,b,p,g,w,p,k,v,d
p,f,g,f,p,b,w,w,w,p,h,v,u
p,x,g,f,g,b,p,n,w,l,h,y,p
p,f,g,f,g,b,n,b,w,l,h,v,p
p,x,g,f,g,b,p,b,w,l,h,v,p
p,x,y,f,h,b,b,n,w,l,h,v,d
p,f,g,f,p,b,b,n,w,l,h,v,d
p,f,g,f,p,b,n,p,w,l,h,v,p
e,f,e,n,w,b,w,w,w,p,n,y,d
p,x,g,f,h,b,b,n,w,l,h,v,g
p,f,g,f,p,b,p,p,w,l,h,v,g
p,x,g,f,p,b,b,b,w,l,h,y,p
e,f,e,n,p,b,w,p,w,p,n,v,d
e,f,e,n,p,b,p,w,w,p,n,v,d
e,f,e,n,n,b,p,p,w,p,n,y,d
p,f,y,f,h,b,b,n,w,l,h,v,g
p,f,g,f,h,b,b,p,w,l,h,y,p
e,f,n,n,u,b,g,p,w,p,k,y,d
p,x,g,f,g,b,p,b,w,l,h,y,g
e,f,g,n,u,b,g,w,w,p,n,v,d
p,x,y,f,p,b,n,p,w,l,h,v,p
p,x,y,f,p,b,p,n,w,l,h,v,d
p,x,y,f,p,b,n,p,w,l,h,v,d
e,f,c,n,w,b,w,n,w,e,w,v,l
p,x,g,f,h,b,n,n,w,l,h,v,d
p,f,g,f,p,b,n,p,w,l,h,y,g
p,x,g,f,h,b,p,n,w,l,h,v,g
p,f,g,f,p,b,p,b,w,l,h,y,g
p,x,b,f,w,b,w,w,w,p,h,s,u
p,f,g,f,h,b,n,n,w,l,h,v,d
p,x,g,f,p,b,n,p,w,l,h,v,g
p,f,y,f,g,b,b,b,w,l,h,y,p
p,f,g,f,h,b,n,p,w,l,h,v,p
p,f,g,f,g,b,p,p,w,l,h,y,d
e,f,g,n,w,b,p,w,w,p,k,y,d
p,x,y,f,p,b,b,b,w,l,h,y,p
p,x,y,f,h,b,b,b,w,l,h,y,p
e,f,e,n,u,b,p,p,w,p,k,y,d
p,f,g,f,h,b,b,p,w,l,h,v,p
p,f,g,f,h,b,b,b,w,l,h,y,d
p,x,y,f,g,b,p,n,w,l,h,y,d
e,f,g,n,w,b,w,w,w,p,k,y,d
p,x,g,f,g,b,n,p,w,l,h,v,g
p,x,g,f,g,b,p,p,w,l,h,y,p
e,f,n,n,p,b,p,w,w,p,n,y,d
e,f,g,n,u,b,p,g,w,p,n,v,d
p,x,g,f,h,b,n,n,w,l,h,v,d
p,f,y,f,h,b,p,p,w,l,h,v,p
p,f,y,f,h,b,n,b,w,l,h,v,d
p,f,g,f,g,b,n,p,w,l,h,v,p
p,f,g,f,h,b,b,b,w,l,h,y,p
p,f,g,f,p,b,p,n,w,l,h,y,g
p,f,b,f,w,b,w,w,w,p,h,s,u
e,f,e,n,u,b,p,p,w,p,n,y,d
p,x,n,y,b,?,p,p,w,e,w,v,d
e,x,g,n,n,b,g,w,w,p,n,v,d
p,x,g,c,n,b,w,w,w,p,k,v,d
p,x,p,c,n,b,w,w,w,p,n,v,d
p,x,n,y,b,?,p,w,w,e,w,v,l
p,f,g,f,g,b,n,p,w,l,h,y,p
p,x,y,f,g,b,b,b,w,l,h,v,g
p,x,g,f,w,b,w,w,w,p,h,s,u
p,f,g,f,h,b,b,p,w,l,h,y,p
p,x,y,f,p,b,b,b,w,l,h,y,d
p,f,g,f,g,b,n,p,w,l,h,y,p
p,f,g,f,h,b,n,b,w,l,h,y,d
p,f,g,f,h,b,b,b,w,l,h,y,d
p,x,g,f,g,b,n,p,w,l,h,y,g
p,f,g,f,h,b,p,p,w,l,h,y,g
p,x,y,f,p,b,b,b,w,l,h,y,g
p,f,y,f,p,b,n,n,w,l,h,v,g
p,x,y,f,h,b,n,b,w,l,h,v,g
p,x,y,f,g,b,b,p,w,l,h,y,g
p,x,y,f,p,b,n,p,w,l,h,v,g
p,f,g,f,h,b,w,w,w,p,h,v,u
p,x,y,f,h,b,n,n,w,l,h,y,g
p,f,y,f,p,b,p,b,w,l,h,y,g
p,f,g,f,p,b,n,p,w,l,h,y,d
p,f,y,f,p,b,p,n,w,l,h,y,d
p,f,y,f,g,b,b,p,w,l,h,v,d
p,x,g,f,h,b,b,n,w,l,h,v,p
p,x,g,f,p,b,n,b,w,l,h,y,p
e,f,e,n,p,b,w,w,w,p,n,v,d
p,f,y,f,h,b,n,p,w,l,h,v,d
p,f,g,f,h,b,b,p,w,l,h,y,d
p,f,g,f,h,b,n,p,w,l,h,v,p
p,x,y,f,g,b,b,p,w,l,h,v,g
p,x,y,f,g,b,p,p,w,l,h,v,p
p,x,g,f,h,b,n,b,w,l,h,y,d
p,x,y,f,p,b,p,p,w,l,h,y,p
p,f,w,f,p,b,w,w,w,p,h,s,u
p,f,y,f,h,b,p,n,w,l,h,v,g
p,f,y,f,p,b,b,p,w,l,h,v,d
p,f,g,f,h,b,n,n,w,l,h,y,p
p,f,y,f,p,b,p,b,w,l,h,y,d
p,f,y,f,h,b,b,n,w,l,h,v,d
p,f,g,f,g,b,b,b,w,l,h,v,p
p,x,g,f,p,b,n,b,w,l,h,y,g
p,x,y,f,h,b,b,p,w,l,h,y,p
p,f,g,f,g,b,p,b,w,l,h,v,g
p,x,y,f,p,b,n,b,w,l,h,y,d
p,f,g,f,p,b,n,n,w,l,h,v,d
p,x,y,f,g,b,n,b,w,l,h,v,d
p,x,w,f,h,b,w,w,w,p,h,s,g
p,f,g,f,p,b,n,b,w,l,h,y,g
p,x,b,f,p,b,w,w,w,p,h,s,g
p,f,g,f,h,b,p,b,w,l,h,v,d
p,x,g,f,p,b,n,n,w,l,h,v,d
p,x,y,f,g,b,n,b,w,l,h,y,g
p,x,y,f,p,b,n,n,w,l,h,y,g
p,x,y,f,g,b,p,p,w,l,h,v,g
e,f,g,n,u,b,g,g,w,p,n,y,d
p,f,y,f,h,b,p,p,w,l,h,y,p
p,x,g,f,h,b,p,n,w,l,h,y,p
p,f,y,f,h,b,p,b,w,l,h,v,g
p,f,y,f,h,b,n,p,w,l,h,v,p
p,f,y,f,g,b,n,p,w,l,h,y,d
p,x,g,f,h,b,p,p,w,l,h,v,p
p,f,g,f,g,b,b,b,w,l,h,y,g
p,x,g,f,g,b,p,p,w,l,h,y,p
p,x,p,c,p,b,w,w,w,p,k,s,d
p,x,y,f,g,b,n,n,w,l,h,y,d
p,x,y,f,g,b,n,n,w,l,h,y,g
p,f,y,f,h,b,b,p,w,l,h,y,g
p,x,g,f,g,b,p,n,w,l,h,v,g
p,f,g,f,g,b,p,n,w,l,h,v,g
p,x,g,f,h,b,p,n,w,l,h,v,d
p,x,y,f,h,b,b,n,w,l,h,y,g
p,x,y,f,g,b,b,p,w,l,h,v,p
p,x,g,f,h,b,p,b,w,l,h,y,d
p,x,y,f,g,b,n,p,w,l,h,v,d
p,f,g,f,g,b,b,b,w,l,h,y,p
p,f,g,f,p,b,p,n,w,l,h,v,d
p,x,y,f,h,b,b,n,w,l,h,y,p
e,k,n,n,w,b,w,n,w,e,w,v,l
p,f,g,f,p,b,n,n,w,l,h,y,p
p,x,y,f,h,b,n,p,w,l,h,y,g
p,f,y,f,p,b,p,p,w,l,h,y,g
p,x,g,f,h,b,n,b,w,l,h,v,d
p,x,g,f,h,b,b,p,w,l,h,y,p
p,f,y,f,p,b,p,p,w,l,h,v,g
e,f,p,n,e,?,w,w,w,e,w,c,w
p,f,y,f,p,b,n,b,w,l,h,v,p
p,x,y,f,g,b,b,b,w,l,h,y,d
p,x,g,f,p,b,p,b,w,l,h,y,d
p,f,g,f,g,b,b,p,w,l,h,y,p
p,x,y,f,g,b,b,b,w,l,h,v,d
p,f,g,f,h,b,p,n,w,l,h,y,g
p,f,g,f,h,b,n,b,w,l,h,v,g
e,k,p,n,e,?,w,e,w,e,w,c,w
p,x,y,f,p,b,p,n,w,l,h,v,d
p,f,y,f,p,b,p,n,w,l,h,v,p
p,f,g,f,h,b,b,n,w,l,h,y,p
p,f,g,f,p,b,n,b,w,l,h,v,g
p,x,y,f,h,b,n,p,w,l,h,y,p
p,f,g,f,p,b,n,b,w,l,h,y,p
p,x,g,f,g,b,p,p,w,l,h,y,g
p,f,y,f,g,b,b,n,w,l,h,y,g
p,f,g,f,h,b,n,n,w,l,h,y,d
p,x,y,f,g,b,p,p,w,l,h,v,d
p,f,g,f,g,b,n,n,w,l,h,v,g
p,f,g,f,g,b,p,n,w,l,h,y,d
p,f,y,f,h,b,p,b,w,l,h,y,g
e,f,g,n,w,b,p,w,w,p,n,y,d
p,f,g,f,h,b,p,b,w,l,h,y,d
p,f,g,f,g,b,n,p,w,l,h,v,d
p,f,g,f,g,b,b,n,w,l,h,v,g
p,x,y,f,p,b,p,b,w,l,h,v,g
p,x,g,f,p,b,b,n,w,l,h,y,g
p,x,y,f,g,b,p,b,w,l,h,y,p
p,f,y,f,p,b,b,b,w,l,h,y,d
p,x,y,f,g,b,p,n,w,l,h,v,g
p,x,y,f,p,b,n,b,w,l,h,y,p
p,f,g,f,p,b,b,p,w,l,h,v,g
p,x,y,f,h,b,p,b,w,l,h,v,d
p,f,g,f,h,b,b,b,w,l,h,v,g
p,f,g,f,g,b,b,p,w,l,h,y,d
p,f,g,f,h,b,n,n,w,l,h,y,g
p,f,y,f,h,b,p,p,w,l,h,v,g
p,f,g,f,p,b,p,b,w,l,h,y,g
p,x,y,f,g,b,b,p,w,l,h,y,p
p,f,g,f,p,b,n,b,w,l,h,y,g
p,f,g,f,h,b,b,b,w,l,h,y,g
p,f,g,f,p,b,n,b,w,l,h,v,p
e,x,r,n,p,?,w,w,w,f,h,v,d
p,f,y,f,p,b,n,b,w,l,h,y,g
p,x,y,f,g,b,b,p,w,l,h,y,d
p,x,n,s,b,?,w,w,w,e,w,v,p
p,f,y,f,h,b,b,n,w,l,h,v,d
p,k,n,n,w,?,w,n,w,e,w,v,d
p,f,y,f,p,b,b,p,w,l,h,y,d
p,x,g,f,h,b,b,n,w,l,h,v,d
p,x,g,f,h,b,b,p,w,l,h,y,g
p,f,g,f,g,b,n,p,w,l,h,y,g
p,x,y,f,p,b,p,p,w,l,h,v,d
p,x,g,f,g,b,n,p,w,l,h,v,d
p,x,g,f,g,b,n,b,w,l,h,v,d
p,x,g,f,p,b,n,n,w,l,h,y,g
p,x,g,f,g,b,p,n,w,l,h,y,g
e,f,e,n,w,b,g,p,w,p,k,y,d
p,f,y,f,h,b,n,n,w,l,h,y,p
p,x,y,f,h,b,p,p,w,l,h,v,g
p,f,y,f,g,b,n,n,w,l,h,v,g
p,x,y,f,p,b,b,b,w,l,h,v,p
p,f,g,f,h,b,n,b,w,l,h,y,g
p,f,g,f,h,b,p,p,w,l,h,v,g
p,x,y,f,g,b,p,p,w,l,h,y,g
p,f,b,f,w,b,w,w,w,p,h,s,u
p,x,g,f,p,b,p,b,w,l,h,v,g
p,x,y,f,g,b,n,n,w,l,h,v,p
p,f,g,f,g,b,n,n,w,l,h,v,p
p,f,g,f,g,b,b,n,w,l,h,y,d
p,f,y,f,p,b,p,b,w,l,h,v,d
p,f,g,f,h,b,n,n,w,l,h,y,g
p,x,g,f,p,b,b,n,w,l,h,v,g
e,x,e,n,e,?,w,e,w,e,w,c,w
p,f,g,f,g,b,p,p,w,l,h,v,d
p,f,y,f,p,b,n,p,w,l,h,y,d
p,f,g,f,g,b,n,n,w,l,h,y,d
p,x,y,f,g,b,p,p,w,l,h,y,p
p,f,g,f,g,b,n,n,w,l,h,v,d
p,x,y,f,h,b,b,b,w,l,h,y,g
p,b,w,n,w,b,w,w,w,p,w,c,l
p,f,b,f,h,b,w,w,w,p,h,v,u
p,x,y,f,p,b,b,p,w,l,h,y,p
p,f,g,f,g,b,b,b,w,l,h,y,d
p,f,g,f,g,b,p,p,w,l,h,v,p
p,f,y,f,p,b,b,p,w,l,h,v,p
p,f,g,f,g,b,n,n,w,l,h,y,d
p,x,y,f,h,b,p,p,w,l,h,v,d
p,x,y,f,p,b,b,p,w,l,h,v,g
p,f,g,f,p,b,b,p,w,l,h,y,g
p,x,w,f,w,b,w,w,w,p,h,s,u
e,f,g,n,n,b,g,p,w,p,n,v,d
p,x,n,y,b,?,w,p,w,e,w,v,d
p,f,g,f,p,b,p,p,w,l,h,y,d
p,f,g,f,g,b,p,n,w,l,h,y,g
e,f,e,n,n,b,p,g,w,p,k,v,d
e,x,b,n,e,?,w,e,w,e,w,c,w
p,x,y,f,h,b,n,n,w,l,h,y,g
p,x,y,f,g,b,b,n,w,l,h,y,d
p,x,y,f,h,b,n,b,w,l,h,v,p
p,x,y,f,p,b,n,n,w,l,h,y,g
p,f,y,f,g,b,b,n,w,l,h,y,g
p,f,g,f,p,b,b,b,w,l,h,y,g
p,x,g,f,p,b,n,n,w,l,h,y,g
p,f,y,f,p,b,b,b,w,l,h,v,g
p,x,g,f,h,b,p,p,w,l,h,v,g
p,x,y,f,g,b,p,n,w,l,h,y,g
p,f,g,f,h,b,b,n,w,l,h,y,p
p,f,y,f,h,b,n,b,w,l,h,y,g
p,x,g,f,g,b,p,b,w,l,h,y,d
p,f,g,f,h,b,p,p,w,l,h,v,d
p,f,g,f,p,b,b,n,w,l,h,y,p
e,x,u,n,h,?,w,w,w,f,h,y,d
p,x,g,f,g,b,n,n,w,l,h,v,g
p,f,y,f,g,b,n,p,w,l,h,v,g
p,f,y,f,h,b,p,n,w,l,h,y,g
p,x,y,f,h,b,p,n,w,l,h,v,g
p,f,y,f,h,b,b,b,w,l,h,v,g
p,f,g,f,h,b,p,b,w,l,h,v,g
p,f,g,f,p,b,b,b,w,l,h,y,d
p,f,g,f,h,b,b,n,w,l,h,v,g
p,f,y,f,h,b,b,n,w,l,h,y,d
p,f,y,f,h,b,b,n,w,l,h,v,p
p,f,g,f,g,b,p,n,w,l,h,v,p
p,f,g,f,g,b,n,b,w,l,h,y,g
p,f,y,f,g,b,n,b,w,l,h,y,d
e,f,e,n,u,b,g,w,w,p,n,y,d
p,f,b,f,h,b,w,w,w,p,h,v,u
p,f,g,f,g,b,p,n,w,l,h,v,d
p,f,g,f,h,b,p,p,w,l,h,v,p
p,x,y,f,p,b,p,b,w,l,h,y,g
p,f,y,f,p,b,p,b,w,l,h,y,p
p,f,y,f,h,b,n,n,w,l,h,v,d
e,f,n,n,u,b,w,g,w,p,k,v,d
p,f,y,f,h,b,b,n,w,l,h,y,g
e,x,b,n,e,?,w,w,w,e,w,c,w
p,x,y,f,p,b,n,p,w,l,h,y,g
p,x,y,f,p,b,p,b,w,l,h,y,d
p,x,y,f,h,b,p,n,w,l,h,y,g
p,f,g,f,g,b,b,b,w,l,h,v,p
e,f,e,n,n,b,g,g,w,p,k,y,d
p,f,y,f,p,b,p,n,w,l,h,v,d
p,f,y,f,p,b,b,n,w,l,h,v,g
p,x,y,f,h,b,n,n,w,l,h,v,d
p,x,y,f,p,b,n,b,w,l,h,v,g
p,x,n,y,b,?,w,p,w,e,w,v,d
p,f,y,f,p,b,p,b,w,l,h,v,p
p,x,y,f,h,b,n,b,w,l,h,v,g
p,f,y,f,g,b,n,n,w,l,h,v,p
p,f,y,f,g,b,n,b,w,l,h,v,d
p,f,g,f,p,b,b,p,w,l,h,v,p
p,f,g,f,h,b,b,b,w,l,h,v,g
p,f,g,f,h,b,b,n,w,l,h,v,d
p,f,g,f,g,b,b,n,w,l,h,v,g
p,x,g,c,p,b,w,w,w,p,k,v,d
p,x,y,f,g,b,b,p,w,l,h,y,g
p,f,g,f,h,b,w,w,w,p,h,s,u
p,x,g,f,p,b,n,n,w,l,h,v,g
p,x,y,f,p,b,p,b,w,l,h,y,p
p,x,y,f,h,b,n,b,w,l,h,y,d
e,f,g,n,u,b,p,g,w,p,k,y,d
p,f,g,f,g,b,b,n,w,l,h,y,d
p,f,y,f,h,b,n,p,w,l,h,v,g
p,f,g,f,h,b,n,b,w,l,h,y,p
p,x,y,f,h,b,b,b,w,l,h,y,g
p,x,g,f,p,b,b,p,w,l,h,y,d
p,x,y,f,p,b,b,p,w,l,h,y,p
e,f,n,n,n,b,g,g,w,p,n,v,d
p,x,g,f,g,b,n,n,w,l,h,y,g
p,f,y,f,g,b,b,p,w,l,h,v,g
p,x,g,f,p,b,p,n,w,l,h,v,p
p,x,y,f,p,b,p,p,w,l,h,y,g
p,f,g,f,g,b,n,b,w,l,h,y,p
p,f,g,f,h,b,p,b,w,l,h,y,g
p,x,y,f,h,b,b,n,w,l,h,y,g
e,k,b,n,e,?,e,e,w,e,w,c,w
p,x,y,f,p,b,b,b,w,l,h,y,p
p,x,n,s,b,?,p,w,w,e,w,v,d
p,f,g,f,p,b,n,n,w,l,h,y,p
p,x,g,f,g,b,n,n,w,l,h,y,p
p,f,y,f,h,b,b,b,w,l,h,v,g
p,f,g,f,g,b,p,p,w,l,h,v,d
p,f,g,f,h,b,b,p,w,l,h,y,g
p,f,y,f,h,b,n,n,w,l,h,y,g
p,x,y,f,g,b,n,b,w,l,h,y,d
p,x,w,f,p,b,w,w,w,p,h,v,u
p,x,y,f,g,b,p,b,w,l,h,v,g
p,f,y,f,g,b,p,p,w,l,h,y,p
p,x,y,f,p,b,p,n,w,l,h,y,g
p,x,y,f,g,b,n,b,w,l,h,v,p
p,f,y,f,h,b,b,n,w,l,h,v,g
p,x,y,f,h,b,n,b,w,l,h,y,g
p,x,y,f,p,b,b,n,w,l,h,v,p
p,f,g,f,p,b,p,n,w,l,h,y,p
p,f,y,f,h,b,b,b,w,l,h,y,p
p,f,g,f,h,b,b,b,w,l,h,v,p
e,f,n,n,p,b,w,p,w,p,k,y,d
p,x,y,f,h,b,b,p,w,l,h,v,d
p,x,g,f,g,b,n,n,w,l,h,v,p
p,f,g,f,h,b,b,p,w,l,h,v,g
p,f,g,f,g,b,p,b,w,l,h,v,g
p,x,y,f,g,b,b,p,w,l,h,y,d
p,f,g,f,g,b,n,b,w,l,h,v,p
p,x,g,f,p,b,p,p,w,l,h,v,d
p,x,y,f,p,b,b,n,w,l,h,v,d
p,x,y,f,h,b,n,n,w,l,h,y,d
p,f,y,f,g,b,p,n,w,l,h,y,d
e,f,c,n,w,b,w,n,w,e,w,v,l
p,f,g,f,h,b,p,b,w,l,h,v,g
p,x,g,f,p,b,p,n,w,l,h,y,p
p,f,y,n,w,?,w,y,w,e,w,v,d
p,f,y,f,h,b,p,b,w,l,h,y,p
p,x,g,f,p,b,w,w,w,p,h,v,g
e,f,n,n,e,?,w,w,w,e,w,c,w
p,x,n,y,b,?,p,p,w,e,w,v,p
p,x,g,c,u,b,w,w,w,p,k,v,d
p,x,y,f,g,b,n,n,w,l,h,y,d
